seq_name,PseEIIP_LightGBM_label,PseEIIP_LightGBM_score,TNC_LightGBM_label,TNC_LightGBM_score,DNC_LightGBM_label,DNC_LightGBM_score,CKSNAP_LightGBM_label,CKSNAP_LightGBM_score,PCPseDNC_LightGBM_label,PCPseDNC_LightGBM_score,PCPseTNC_LightGBM_label,PCPseTNC_LightGBM_score,SCPseDNC_LightGBM_label,SCPseDNC_LightGBM_score,SCPseTNC_LightGBM_label,SCPseTNC_LightGBM_score,DACC_LightGBM_label,DACC_LightGBM_score,Sequence-based_single-layer_label,Sequence-based_single-layer_LightGBM_score,Physicochemical property_single-layer_label,Physicochemical property_single-layer_LightGBM_score,two-layer_model_label,two-layer_model_score
>Pseudopodium_1 ,Nucleus,0.7486914440811013,Nucleus,0.7486914440811013,Nucleus,0.6311304409050482,Nucleus,0.6039556471822904,Nucleus,0.5266644263084552,Nucleus,0.5127594186638234,Cytoplasm,0.4930713699555451,Nucleus,0.6780892417215946,Nucleus,0.6857565128310095,Nucleus,0.5726833856831938,Nucleus,0.5464937952499083,Nucleus,0.5552236587276701
>Pseudopodium_2 ,Nucleus,0.4579193891186207,Nucleus,0.4579193891186207,Nucleus,0.4958186049256184,Extracellular Region,0.582009941117626,Nucleus,0.5929616041052613,Nucleus,0.3961016995000557,Cytoplasm,0.45593492869361724,Nucleus,0.559806582497059,Nucleus,0.48966556514829274,Nucleus,0.47611794418347914,Nucleus,0.3234576713212659,Nucleus,0.37434442894200365
>Pseudopodium_3 ,Nucleus,0.5405294308237194,Nucleus,0.5405294308237194,Nucleus,0.5003225991220054,Nucleus,0.4909313342966515,Cytoplasm,0.4562429651142304,Nucleus,0.4788052174604686,Nucleus,0.4352084847766426,Nucleus,0.44504367302559655,Cytoplasm,0.5593571889052205,Cytoplasm,0.4229163010648252,Nucleus,0.41446255901321916,Nucleus,0.4036411651727347
>Pseudopodium_4 ,Nucleus,0.7584311164868798,Nucleus,0.7584311164868798,Cytoplasm,0.4800246219274859,Nucleus,0.4975549466352878,Cytoplasm,0.5583228433595727,Nucleus,0.6304798190686709,Nucleus,0.4848701898330085,Nucleus,0.7028157118675682,Cytoplasm,0.45072873385838846,Nucleus,0.4940725601903983,Nucleus,0.47171721856954,Nucleus,0.4791689991098261
>Pseudopodium_5 ,Cytoplasm,0.9025300761393887,Cytoplasm,0.9025300761393887,Cytoplasm,0.8810428832380885,Cytoplasm,0.8186837271233063,Cytoplasm,0.8737273744122864,Cytoplasm,0.8336696959201789,Cytoplasm,0.8328556446766736,Cytoplasm,0.933394197868399,Cytoplasm,0.8002971101678609,Cytoplasm,0.8547888046090797,Cytoplasm,0.7009573525280345,Cytoplasm,0.7522345032217163
>Pseudopodium_6 ,Nucleus,0.4773778835206044,Nucleus,0.4773778835206044,Nucleus,0.48807929820215135,Cytoplasm,0.42732757974709557,Nucleus,0.6662529842978536,Nucleus,0.6461949966424094,Nucleus,0.506964249299023,Nucleus,0.5502688947891727,Cytoplasm,0.40601625055918444,Nucleus,0.5549218997361877,Nucleus,0.36852693754523747,Nucleus,0.4306585916088876
>Pseudopodium_7 ,Nucleus,0.8018147181976207,Nucleus,0.8018147181976207,Nucleus,0.895347788306987,Nucleus,0.7640059728880771,Nucleus,0.5788429515216897,Nucleus,0.809817761711758,Nucleus,0.7590054412388509,Nucleus,0.7646194890606258,Cytoplasm,0.5611937295517709,Nucleus,0.6602276008964808,Nucleus,0.6525966395180611,Nucleus,0.6551402933108678
>Pseudopodium_8 ,Nucleus,0.8658555875472924,Nucleus,0.8658555875472924,Nucleus,0.8612963005297565,Nucleus,0.7557891571561564,Nucleus,0.8764700033330156,Nucleus,0.861288723920721,Nucleus,0.8186763391365925,Nucleus,0.895647602606259,Nucleus,0.6091054688739456,Nucleus,0.8122376275741068,Nucleus,0.6697593265560995,Nucleus,0.717252093562102
>Pseudopodium_9 ,Nucleus,0.6413969134924961,Nucleus,0.6413969134924961,Nucleus,0.7992483497314624,Nucleus,0.5937346813019543,Nucleus,0.7414897436014504,Nucleus,0.7152323701733013,Nucleus,0.8038641388484473,Nucleus,0.7084563902765691,Nucleus,0.6899106756120142,Nucleus,0.7317906637023565,Nucleus,0.5351553716036818,Nucleus,0.6007004689699067
>Pseudopodium_10 ,Nucleus,0.7816872339066884,Nucleus,0.7816872339066884,Nucleus,0.7144295983544278,Nucleus,0.709516677002673,Nucleus,0.6775275280608177,Nucleus,0.7489091562912693,Nucleus,0.7546416476038489,Nucleus,0.7293272619907955,Nucleus,0.7253877990872364,Nucleus,0.7271586786067935,Nucleus,0.5974641486340955,Nucleus,0.6406956586249949
>Pseudopodium_15 ,Cytoplasm,0.8251745340785,Cytoplasm,0.8251745340785,Cytoplasm,0.8259523701639127,Cytoplasm,0.7412563234875454,Cytoplasm,0.7791355233598334,Cytoplasm,0.8267635784266224,Cytoplasm,0.7119136620710202,Cytoplasm,0.8339567082051855,Nucleus,0.5832328938226173,Cytoplasm,0.7004262743107773,Cytoplasm,0.6435115523616917,Cytoplasm,0.6624831263447203
>Pseudopodium_16 ,Cytoplasm,0.5141445298103551,Cytoplasm,0.5141445298103551,Nucleus,0.40489447962922304,Cytoplasm,0.49074284161008885,Endoplasmic Reticulum,0.3773824681202865,Cytoplasm,0.3852650215662677,Cytoplasm,0.3298258995689046,Cytoplasm,0.5066921249893707,Cytoplasm,0.45903464126090576,Cytoplasm,0.3588823321387875,Cytoplasm,0.34290889948038605,Cytoplasm,0.3482333770331865
>Pseudopodium_18 ,Cytoplasm,0.528039309808497,Cytoplasm,0.528039309808497,Cytoplasm,0.47400893187815735,Nucleus,0.3970070691981938,Nucleus,0.5217935740226373,Cytoplasm,0.5696342162714825,Cytoplasm,0.627650260631003,Cytoplasm,0.5430819471179894,Cytoplasm,0.6005914669461633,Cytoplasm,0.5506433158634362,Cytoplasm,0.37948339465098735,Cytoplasm,0.4365367017218036
>Pseudopodium_19 ,Nucleus,0.6358740623332749,Nucleus,0.6358740623332749,Cytoplasm,0.5734660231327985,Nucleus,0.6233969561688599,Cytoplasm,0.431792720202606,Nucleus,0.7117662275604453,Nucleus,0.6553457550610297,Nucleus,0.6410921100292919,Nucleus,0.7743631658386894,Nucleus,0.6367451831504634,Nucleus,0.4444472436995078,Nucleus,0.5085465568498263
