seq_name,PseEIIP_LightGBM_label,PseEIIP_LightGBM_score,TNC_LightGBM_label,TNC_LightGBM_score,DNC_LightGBM_label,DNC_LightGBM_score,CKSNAP_LightGBM_label,CKSNAP_LightGBM_score,PCPseDNC_LightGBM_label,PCPseDNC_LightGBM_score,PCPseTNC_LightGBM_label,PCPseTNC_LightGBM_score,SCPseDNC_LightGBM_label,SCPseDNC_LightGBM_score,SCPseTNC_LightGBM_label,SCPseTNC_LightGBM_score,DACC_LightGBM_label,DACC_LightGBM_score,Sequence-based_single-layer_label,Sequence-based_single-layer_LightGBM_score,Physicochemical property_single-layer_label,Physicochemical property_single-layer_LightGBM_score,two-layer_model_label,two-layer_model_score
>ID|27604|gene_id|85379|transcript_id|NM_001145206 KIAA1671 Homo sapiens mRNA ,Cytoplasm,0.8137145789404309,Cytoplasm,0.8137145789404309,Cytoplasm,0.7493140625111396,Cytoplasm,0.6750555437170904,Cytoplasm,0.7317514339563929,Cytoplasm,0.8264164046812273,Cytoplasm,0.6470559855951626,Cytoplasm,0.8291774984917494,Cytoplasm,0.740544878666749,Cytoplasm,0.7549892402782563,Cytoplasm,0.6103597528218183,Cytoplasm,0.6585695819739643
>ID|36813|gene_id|124925|transcript_id|NM_178860 SEZ6 Homo sapiens mRNA ,Cytoplasm,0.8076555034844186,Cytoplasm,0.8076555034844186,Cytoplasm,0.8480502134974293,Cytoplasm,0.7454146504615419,Cytoplasm,0.7982617097877419,Cytoplasm,0.7751769133906838,Cytoplasm,0.8101129973661418,Cytoplasm,0.7714161423978482,Cytoplasm,0.752845232961475,Cytoplasm,0.7815625991807782,Cytoplasm,0.6417551741855616,Cytoplasm,0.6883576491839672
>ID|31563|gene_id|2800|transcript_id|NM_002077 GOLGA1 Homo sapiens mRNA ,Nucleus,0.6138602286211868,Nucleus,0.6138602286211868,Nucleus,0.6440223254132402,Cytoplasm,0.582250725372936,Nucleus,0.6687136059523605,Nucleus,0.6193123704321375,Nucleus,0.5261658661770949,Nucleus,0.6311558423607962,Nucleus,0.49030230079157877,Nucleus,0.5871299971427936,Nucleus,0.44697944252969596,Nucleus,0.4936962940673952
>ID|20696|gene_id|5902|transcript_id|NM_001278639 RANBP1 Homo sapiens mRNA ,Cytoplasm,0.6456845265692192,Cytoplasm,0.6456845265692192,Cytoplasm,0.6901104139800159,Cytoplasm,0.5290592243632438,Cytoplasm,0.5955754966859841,Cytoplasm,0.5055487729490917,Cytoplasm,0.7411649432509823,Cytoplasm,0.5211842533771072,Cytoplasm,0.5389813704659052,Cytoplasm,0.5804909673458141,Cytoplasm,0.5021077382963396,Cytoplasm,0.528235481312831
>ID|17377|gene_id|51514|transcript_id|NM_016448 DTL Homo sapiens mRNA ,Cytoplasm,0.6570313871383023,Cytoplasm,0.6570313871383023,Cytoplasm,0.6210465897132559,Cytoplasm,0.7171909674629205,Cytoplasm,0.5549918619901423,Cytoplasm,0.5748813792625423,Cytoplasm,0.6086908311798365,Cytoplasm,0.6055381586295474,Cytoplasm,0.5468794939245121,Cytoplasm,0.5781963449973161,Cytoplasm,0.5304600662905562,Cytoplasm,0.5463721591928095
>ID|2614|gene_id|115098|transcript_id|NM_138442 CCDC124 Homo sapiens mRNA ,Cytoplasm,0.6825774778144619,Cytoplasm,0.6825774778144619,Cytoplasm,0.6935440998379037,Cytoplasm,0.7436519602686542,Cytoplasm,0.7819472361299735,Cytoplasm,0.6705091789589263,Cytoplasm,0.7723092525245211,Cytoplasm,0.6248725665756419,Cytoplasm,0.740310798916094,Cytoplasm,0.7179898066210313,Cytoplasm,0.5604702031470963,Cytoplasm,0.612976737638408
>ID|25737|gene_id|7982|transcript_id|NM_021908 ST7 Homo sapiens mRNA ,Cytoplasm,0.796989850439391,Cytoplasm,0.796989850439391,Cytoplasm,0.7423185692424431,Cytoplasm,0.7618912592131968,Cytoplasm,0.6125695151025172,Cytoplasm,0.7211826595631211,Cytoplasm,0.5706119954414096,Cytoplasm,0.7580262295122635,Cytoplasm,0.6632231740386126,Cytoplasm,0.6651227147315849,Cytoplasm,0.6196379058668844,Cytoplasm,0.6347995088217845
>ID|19477|gene_id|55922|transcript_id|NM_001173488 NKRF Homo sapiens mRNA ,Cytoplasm,0.5598988603131752,Cytoplasm,0.5598988603131752,Nucleus,0.6013225443372365,Nucleus,0.5441475348988325,Cytoplasm,0.491061932106385,Cytoplasm,0.5670690859660983,Cytoplasm,0.5092955103786649,Cytoplasm,0.4766713272979082,Nucleus,0.6412472660370901,Cytoplasm,0.4695360097906193,Cytoplasm,0.36843889942743957,Cytoplasm,0.4021379362151662
>ID|7717|gene_id|22848|transcript_id|NM_014911 AAK1 Homo sapiens mRNA ,Cytoplasm,0.5827713886714039,Cytoplasm,0.5827713886714039,Cytoplasm,0.4734254882629553,Cytoplasm,0.5538659361290511,Cytoplasm,0.5377711524686943,Cytoplasm,0.44623849264799026,Cytoplasm,0.5777778229395721,Cytoplasm,0.5900737991771652,Cytoplasm,0.5203589570299172,Cytoplasm,0.5344440448526677,Cytoplasm,0.4385668403469628,Cytoplasm,0.4705259085155311
>ID|32746|gene_id|6440|transcript_id|NM_001172357 SFTPC Homo sapiens mRNA ,Cytoplasm,0.6399084120335726,Cytoplasm,0.6399084120335726,Cytoplasm,0.7361184900620926,Cytoplasm,0.8641802859753254,Cytoplasm,0.8027422023696291,Cytoplasm,0.8062325085547316,Cytoplasm,0.7330494741368726,Cytoplasm,0.6488825466925473,Cytoplasm,0.7043610928946734,Cytoplasm,0.7390535649296908,Cytoplasm,0.5760231200209127,Cytoplasm,0.6303666016571721
>ID|24797|gene_id|7533|transcript_id|NM_003405 YWHAH Homo sapiens mRNA ,Cytoplasm,0.651591816310047,Cytoplasm,0.651591816310047,Nucleus,0.38136614090727305,Cytoplasm,0.6001375830778811,Nucleus,0.544329649445137,Cytoplasm,0.5015721824410752,Nucleus,0.7029084005891055,Cytoplasm,0.5863898061906433,Nucleus,0.6070832100940728,Nucleus,0.5242457796142741,Cytoplasm,0.45428473783485285,Cytoplasm,0.42338339187641116
>ID|19161|gene_id|55644|transcript_id|NM_017807 OSGEP Homo sapiens mRNA ,Nucleus,0.5099955323122758,Nucleus,0.5099955323122758,Cytoplasm,0.510292958260539,Cytoplasm,0.5929893516194583,Cytoplasm,0.49174676957827085,Nucleus,0.5413211274805257,Nucleus,0.4436814154584066,Nucleus,0.44763987964499213,Nucleus,0.5111397212891056,Nucleus,0.4668998274276482,Cytoplasm,0.361170533094138,Nucleus,0.3746845384734314
>ID|14169|gene_id|394|transcript_id|NM_001030055 ARHGAP5 Homo sapiens mRNA ,Cytoplasm,0.6912774181804594,Cytoplasm,0.6912774181804594,Cytoplasm,0.7054154124735296,Cytoplasm,0.6638841579019833,Cytoplasm,0.5633236560452998,Cytoplasm,0.6614378495353002,Cytoplasm,0.6547331413222508,Cytoplasm,0.7099429955100437,Cytoplasm,0.46296455006631865,Cytoplasm,0.6104804384958427,Cytoplasm,0.5503708813472864,Cytoplasm,0.5704074003968052
>ID|2413|gene_id|112936|transcript_id|NM_052875 VPS26B Homo sapiens mRNA ,Cytoplasm,0.7770042543396417,Cytoplasm,0.7770042543396417,Cytoplasm,0.7063368992135447,Cytoplasm,0.7692450207396334,Cytoplasm,0.6973215682689153,Cytoplasm,0.7509681050807437,Cytoplasm,0.7484658346217374,Cytoplasm,0.7804742865470293,Cytoplasm,0.656762369416633,Cytoplasm,0.7267984327870117,Cytoplasm,0.6059180857264923,Cytoplasm,0.6462115347466654
>ID|23298|gene_id|6921|transcript_id|NM_001204858 TCEB1 Homo sapiens mRNA ,Nucleus,0.5150878093858869,Nucleus,0.5150878093858869,Nucleus,0.35723989669478473,Cytoplasm,0.5919342260897678,Nucleus,0.3914619646390285,Cytoplasm,0.4910833268111534,Nucleus,0.5607675541335939,Nucleus,0.4656941860048463,Cytoplasm,0.4792958870864618,Nucleus,0.4283255858637662,Nucleus,0.3334311998255,Nucleus,0.36506266183825536
